trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_id,block_trade_id,combo_trade_id
45,344781548,2025-01-30 07:03:21,0,0.0675,0.06733801,51.96,BTC-14FEB25-101000-C,105231.73,sell,1.0,1.0,,,
46,344781643,2025-01-30 07:05:04,2,0.067,0.06732551,51.24,BTC-14FEB25-101000-C,105241.56,buy,1.0,1.0,,,
47,344781861,2025-01-30 07:09:54,3,0.067,0.06690987,51.67,BTC-14FEB25-101000-C,105178.81,sell,1.0,1.0,,,
48,344781920,2025-01-30 07:10:04,2,0.0665,0.0666675,51.21,BTC-14FEB25-101000-C,105140.88,buy,1.0,1.0,,,
49,344782275,2025-01-30 07:12:17,2,0.066,0.0659288,51.6,BTC-14FEB25-101000-C,105012.17,sell,1.0,1.0,,,
50,344789342,2025-01-30 08:06:04,0,0.0665,0.06679138,50.76,BTC-14FEB25-101000-C,105266.86,buy,1.0,1.0,,,
51,344789750,2025-01-30 08:09:09,1,0.0665,0.06676421,50.74,BTC-14FEB25-101000-C,105238.73,sell,1.0,1.0,,,
52,344789882,2025-01-30 08:10:21,2,0.066,0.06638781,50.62,BTC-14FEB25-101000-C,105208.62,buy,1.0,1.0,,,
53,344790927,2025-01-30 08:21:05,2,0.0655,0.06553586,50.9,BTC-14FEB25-101000-C,105076.4,sell,1.0,1.0,,,
54,344791136,2025-01-30 08:23:20,3,0.0655,0.06575854,50.51,BTC-14FEB25-101000-C,105126.08,buy,1.0,1.0,,,
55,344791529,2025-01-30 08:26:56,0,0.066,0.06600537,50.81,BTC-14FEB25-101000-C,105177.53,sell,1.0,1.0,,,
56,344792714,2025-01-30 08:41:24,2,0.065,0.06521814,50.33,BTC-14FEB25-101000-C,105047.16,buy,1.0,1.0,,,
57,344795444,2025-01-30 09:04:09,0,0.0655,0.06555367,50.62,BTC-14FEB25-101000-C,105074.4,sell,1.0,1.0,,,
58,344801230,2025-01-30 10:02:04,0,0.067,0.0671783,50.67,BTC-14FEB25-101000-C,105330.15,buy,1.0,1.0,,,
59,344801536,2025-01-30 10:04:07,1,0.067,0.06706578,50.76,BTC-14FEB25-101000-C,105315.43,sell,1.0,1.0,,,
60,344802856,2025-01-30 10:12:31,2,0.066,0.06613453,50.54,BTC-14FEB25-101000-C,105183.67,buy,0.1,0.1,,,
61,344802857,2025-01-30 10:12:31,3,0.066,0.06613351,50.54,BTC-14FEB25-101000-C,105183.67,buy,0.1,0.1,,,
62,344802860,2025-01-30 10:12:32,3,0.066,0.06613128,50.54,BTC-14FEB25-101000-C,105183.98,buy,0.1,0.1,,,
63,344802893,2025-01-30 10:12:41,3,0.066,0.06619879,50.45,BTC-14FEB25-101000-C,105194.29,buy,0.2,0.2,,,
64,344802894,2025-01-30 10:12:41,3,0.066,0.06620154,50.44,BTC-14FEB25-101000-C,105194.54,buy,0.1,0.1,,,
65,344802899,2025-01-30 10:12:41,3,0.066,0.06620154,50.44,BTC-14FEB25-101000-C,105194.54,buy,0.1,0.1,,,
66,344802909,2025-01-30 10:12:43,3,0.066,0.06622293,50.41,BTC-14FEB25-101000-C,105202.79,buy,0.3,0.3,,,
67,344803166,2025-01-30 10:17:46,3,0.066,0.06587573,50.91,BTC-14FEB25-101000-C,105155.52,sell,1.0,1.0,,,
68,344803617,2025-01-30 10:25:04,3,0.066,0.06627029,50.32,BTC-14FEB25-101000-C,105219.83,buy,1.0,1.0,,,
69,344804234,2025-01-30 10:36:59,0,0.0665,0.06650573,50.68,BTC-14FEB25-101000-C,105230.06,sell,1.0,1.0,,,
70,344804905,2025-01-30 10:50:05,1,0.0665,0.06691713,50.16,BTC-14FEB25-101000-C,105325.67,buy,1.0,1.0,,,
71,344805011,2025-01-30 10:52:04,1,0.0665,0.06684323,50.31,BTC-14FEB25-101000-C,105299.6,buy,1.0,1.0,,,
72,344805888,2025-01-30 11:05:45,0,0.0668,0.06668343,51.17,BTC-14FEB25-101000-C,105232.81,buy,1.4,1.4,BTC-CDIAG-14FEB25_7FEB25-101000_100000,,344805887
73,344805968,2025-01-30 11:06:34,2,0.0665,0.06634536,51.22,BTC-14FEB25-101000-C,105179.3,sell,1.0,1.0,,,
74,344806138,2025-01-30 11:08:04,2,0.066,0.06599016,50.97,BTC-14FEB25-101000-C,105127.48,buy,1.0,1.0,,,
75,344808928,2025-01-30 11:57:45,0,0.0675,0.06733344,51.52,BTC-14FEB25-101000-C,105327.71,sell,1.0,1.0,,,
76,344843184,2025-01-30 15:13:10,0,0.0725,0.07249866,51.4,BTC-14FEB25-101000-C,106218.14,sell,1.0,1.0,,,
77,344851989,2025-01-30 15:51:05,2,0.07,0.07032337,50.71,BTC-14FEB25-101000-C,105959.39,buy,1.0,1.0,,,
78,344852194,2025-01-30 15:52:28,3,0.07,0.06993411,51.28,BTC-14FEB25-101000-C,105868.58,sell,1.0,1.0,,,
79,344856558,2025-01-30 16:23:07,2,0.069,0.06900221,50.78,BTC-14FEB25-101000-C,105758.49,buy,0.9,0.9,,,
80,344856560,2025-01-30 16:23:07,3,0.069,0.06900236,50.78,BTC-14FEB25-101000-C,105758.99,buy,0.1,0.1,,,
81,344857027,2025-01-30 16:26:17,0,0.07,0.07005921,50.68,BTC-14FEB25-101000-C,105931.27,sell,0.8,0.8,,,
82,344857041,2025-01-30 16:26:29,1,0.07,0.06980848,51.11,BTC-14FEB25-101000-C,105887.83,sell,0.2,0.2,,,
83,344878213,2025-01-30 18:46:04,2,0.0665,0.06675227,50.27,BTC-14FEB25-101000-C,105424.32,buy,1.0,1.0,,,
84,344878885,2025-01-30 18:51:23,0,0.067,0.06691503,50.82,BTC-14FEB25-101000-C,105445.71,sell,1.0,1.0,,,
85,344879310,2025-01-30 18:56:04,2,0.0665,0.0667045,50.44,BTC-14FEB25-101000-C,105415.18,buy,1.0,1.0,,,
86,344881760,2025-01-30 19:14:31,0,0.0675,0.06744015,50.74,BTC-14FEB25-101000-C,105558.39,sell,1.0,1.0,,,
87,344882397,2025-01-30 19:18:04,2,0.0665,0.0665454,50.6,BTC-14FEB25-101000-C,105408.16,buy,1.0,1.0,,,
88,344883307,2025-01-30 19:26:02,2,0.066,0.06591938,50.7,BTC-14FEB25-101000-C,105317.91,sell,1.0,1.0,,,
89,344891791,2025-01-30 20:32:05,0,0.067,0.06724805,49.79,BTC-14FEB25-101000-C,105589.65,buy,1.0,1.0,,,
90,344891895,2025-01-30 20:33:06,1,0.067,0.06715339,49.92,BTC-14FEB25-101000-C,105568.01,sell,1.0,1.0,,,
91,344905622,2025-01-30 21:59:04,2,0.0635,0.06366233,49.57,BTC-14FEB25-101000-C,105070.96,buy,1.0,1.0,,,
92,344905936,2025-01-30 22:01:45,3,0.0635,0.0635713,49.7,BTC-14FEB25-101000-C,105048.14,buy,1.0,1.0,,,
93,344910025,2025-01-30 22:50:20,0,0.064,0.06383263,49.73,BTC-14FEB25-101000-C,105155.43,sell,1.0,1.0,,,
94,344910081,2025-01-30 22:51:05,2,0.0635,0.0637121,49.19,BTC-14FEB25-101000-C,105135.05,buy,1.0,1.0,,,
95,344913483,2025-01-30 23:29:27,0,0.0645,0.06434213,49.57,BTC-14FEB25-101000-C,105234.6,sell,0.2,0.2,,,
96,344913540,2025-01-30 23:30:04,1,0.0645,0.06417494,49.8,BTC-14FEB25-101000-C,105199.32,sell,0.8,0.8,,,
97,344914564,2025-01-30 23:44:56,2,0.063,0.06293755,49.37,BTC-14FEB25-101000-C,105000.81,sell,1.0,1.0,,,
98,344915433,2025-01-30 23:53:05,2,0.0615,0.06171018,48.71,BTC-14FEB25-101000-C,104825.75,buy,1.0,1.0,,,
99,344916440,2025-01-30 23:58:22,3,0.0615,0.06117482,49.48,BTC-14FEB25-101000-C,104745.5,sell,1.0,1.0,,,
100,344930207,2025-01-31 02:05:04,2,0.061,0.06147048,48.38,BTC-14FEB25-101000-C,104775.39,buy,1.0,1.0,,,
101,344931163,2025-01-31 02:16:46,3,0.061,0.06057058,49.66,BTC-14FEB25-101000-C,104637.11,sell,1.0,1.0,,,
102,344999541,2025-01-31 11:13:34,2,0.0585,0.0586798,47.07,BTC-14FEB25-101000-C,104625.0,buy,0.3,0.3,,,
103,344999543,2025-01-31 11:13:35,3,0.0585,0.05870265,47.07,BTC-14FEB25-101000-C,104629.45,buy,0.1,0.1,,,
104,344999562,2025-01-31 11:13:49,3,0.0585,0.05878547,46.91,BTC-14FEB25-101000-C,104639.07,buy,0.3,0.3,,,
105,344999619,2025-01-31 11:14:21,3,0.0585,0.05881044,46.87,BTC-14FEB25-101000-C,104640.72,buy,0.3,0.3,,,
106,345000126,2025-01-31 11:17:04,3,0.0585,0.05897009,46.66,BTC-14FEB25-101000-C,104673.44,buy,1.0,1.0,,,
107,345000297,2025-01-31 11:20:04,3,0.0585,0.05892629,46.77,BTC-14FEB25-101000-C,104663.33,buy,1.0,1.0,,,
108,345000390,2025-01-31 11:22:09,3,0.0585,0.05884156,46.89,BTC-14FEB25-101000-C,104646.8,buy,1.0,1.0,,,
109,345001077,2025-01-31 11:26:55,0,0.059,0.05927226,46.91,BTC-14FEB25-101000-C,104717.79,buy,1.0,1.0,,,
110,345001144,2025-01-31 11:27:48,1,0.059,0.05934754,46.77,BTC-14FEB25-101000-C,104736.83,buy,1.0,1.0,,,
111,345001173,2025-01-31 11:28:04,1,0.059,0.05947918,46.57,BTC-14FEB25-101000-C,104758.79,buy,1.0,1.0,,,
112,345001367,2025-01-31 11:29:05,0,0.0595,0.05972632,46.97,BTC-14FEB25-101000-C,104794.67,buy,1.0,1.0,,,
113,345001461,2025-01-31 11:30:04,1,0.0595,0.05987181,46.79,BTC-14FEB25-101000-C,104816.21,buy,1.0,1.0,,,
114,345002005,2025-01-31 11:35:04,2,0.0585,0.05899374,46.65,BTC-14FEB25-101000-C,104669.75,buy,1.0,1.0,,,
115,345002112,2025-01-31 11:36:12,3,0.0585,0.0588174,46.91,BTC-14FEB25-101000-C,104640.75,buy,0.1,0.1,,,
116,345002113,2025-01-31 11:36:12,3,0.0585,0.05881443,46.91,BTC-14FEB25-101000-C,104643.61,buy,0.5,0.5,,,
117,345002115,2025-01-31 11:36:12,3,0.0585,0.05881443,46.91,BTC-14FEB25-101000-C,104643.61,buy,0.2,0.2,,,
118,345002123,2025-01-31 11:36:16,3,0.0585,0.05892236,46.84,BTC-14FEB25-101000-C,104657.45,buy,0.2,0.2,,,
119,345002284,2025-01-31 11:40:04,0,0.059,0.05934353,46.83,BTC-14FEB25-101000-C,104743.52,buy,1.0,1.0,,,
120,345002285,2025-01-31 11:40:04,1,0.059,0.05934353,46.83,BTC-14FEB25-101000-C,104743.52,buy,1.0,1.0,,,
121,345002321,2025-01-31 11:41:04,1,0.059,0.05946028,46.67,BTC-14FEB25-101000-C,104759.93,buy,0.2,0.2,,,
122,345002409,2025-01-31 11:42:08,1,0.059,0.05941777,46.74,BTC-14FEB25-101000-C,104747.9,buy,0.8,0.8,,,
123,345002472,2025-01-31 11:43:43,1,0.059,0.05947752,46.62,BTC-14FEB25-101000-C,104751.95,buy,0.4,0.4,,,
124,345003532,2025-01-31 11:56:43,2,0.0585,0.05899493,46.61,BTC-14FEB25-101000-C,104672.62,buy,0.1,0.1,,,
125,345003536,2025-01-31 11:56:51,3,0.0585,0.05921507,46.29,BTC-14FEB25-101000-C,104707.71,buy,0.5,0.5,,,
126,345004204,2025-01-31 12:01:09,3,0.0585,0.05853929,47.23,BTC-14FEB25-101000-C,104656.72,buy,0.3,0.3,,,
127,345004206,2025-01-31 12:01:10,3,0.0585,0.05853929,47.23,BTC-14FEB25-101000-C,104656.72,buy,0.6,0.6,,,
128,345004261,2025-01-31 12:01:10,3,0.0585,0.05854161,47.1,BTC-14FEB25-101000-C,104670.72,buy,0.1,0.1,,,
129,345004347,2025-01-31 12:02:04,3,0.0585,0.05900741,46.56,BTC-14FEB25-101000-C,104724.28,buy,1.0,1.0,,,
130,345004919,2025-01-31 12:08:04,3,0.0585,0.05882942,46.6,BTC-14FEB25-101000-C,104720.1,buy,1.0,1.0,,,
131,345005189,2025-01-31 12:13:04,3,0.0585,0.05902747,46.29,BTC-14FEB25-101000-C,104749.31,buy,1.0,1.0,,,
132,345005245,2025-01-31 12:14:04,3,0.0585,0.05887236,46.53,BTC-14FEB25-101000-C,104728.97,buy,1.0,1.0,,,
133,345006797,2025-01-31 12:30:04,3,0.0585,0.05877514,46.82,BTC-14FEB25-101000-C,104720.07,buy,1.0,1.0,,,
134,345018176,2025-01-31 14:27:04,2,0.058,0.05803042,47.41,BTC-14FEB25-101000-C,104561.54,sell,1.0,1.0,,,
135,345018250,2025-01-31 14:27:05,3,0.058,0.05800088,47.98,BTC-14FEB25-101000-C,104496.35,sell,1.0,1.0,,,
136,345019204,2025-01-31 14:32:57,0,0.059,0.05882324,47.84,BTC-14FEB25-101000-C,104674.33,sell,1.0,1.0,,,
137,345029584,2025-01-31 15:23:04,0,0.0595,0.05972257,47.18,BTC-14FEB25-101000-C,104872.01,buy,0.8,0.8,,,
138,345029585,2025-01-31 15:23:08,1,0.0595,0.0597649,47.22,BTC-14FEB25-101000-C,104867.96,buy,0.2,0.2,,,
139,345031385,2025-01-31 15:28:04,0,0.0615,0.06142047,47.77,BTC-14FEB25-101000-C,105149.82,sell,0.1,0.1,,,
140,345031394,2025-01-31 15:28:07,1,0.0615,0.06136357,47.84,BTC-14FEB25-101000-C,105142.38,sell,0.1,0.1,,,
141,345031442,2025-01-31 15:28:31,1,0.0615,0.0613835,47.81,BTC-14FEB25-101000-C,105147.82,sell,0.1,0.1,,,
142,345031463,2025-01-31 15:28:47,1,0.0615,0.06142221,47.78,BTC-14FEB25-101000-C,105149.38,sell,0.1,0.1,,,
143,345031485,2025-01-31 15:28:49,1,0.0615,0.06133793,47.96,BTC-14FEB25-101000-C,105130.15,sell,0.6,0.6,,,
144,345037009,2025-01-31 15:40:19,0,0.0655,0.06551209,48.02,BTC-14FEB25-101000-C,105791.27,sell,1.0,1.0,,,
145,345040400,2025-01-31 15:56:05,0,0.066,0.06595191,47.98,BTC-14FEB25-101000-C,105859.21,sell,1.0,1.0,,,
146,345054455,2025-01-31 17:49:05,2,0.0585,0.05856976,47.12,BTC-14FEB25-101000-C,104725.25,buy,1.0,1.0,,,
147,345055984,2025-01-31 18:10:11,2,0.058,0.05802084,47.22,BTC-14FEB25-101000-C,104626.85,buy,1.0,1.0,,,
148,345090841,2025-01-31 19:34:38,2,0.0475,0.04702076,48.55,BTC-14FEB25-101000-C,102590.28,sell,0.1,0.1,,,
149,345100628,2025-01-31 20:21:39,2,0.044,0.04364698,48.54,BTC-14FEB25-101000-C,101955.44,buy,0.9,0.9,,,
150,345147821,2025-02-01 06:42:04,3,0.044,0.04376409,47.55,BTC-14FEB25-101000-C,102275.56,sell,1.0,1.0,,,
151,345149039,2025-02-01 07:16:05,0,0.0445,0.04436472,47.39,BTC-14FEB25-101000-C,102405.27,sell,1.0,1.0,,,
152,345159993,2025-02-01 09:30:55,2,0.041,0.04020916,47.24,BTC-14FEB25-101000-C,101807.51,buy,0.1,0.1,,,
153,345162151,2025-02-01 09:50:16,2,0.0395,0.03870329,47.0,BTC-14FEB25-101000-C,101541.38,buy,0.1,0.1,,,
154,345162183,2025-02-01 09:50:24,2,0.039,0.03866185,46.4,BTC-14FEB25-101000-C,101531.22,buy,0.1,0.1,,,
155,345162939,2025-02-01 09:52:32,2,0.0385,0.03835653,46.09,BTC-14FEB25-101000-C,101477.75,sell,0.1,0.1,,,
156,345226529,2025-02-01 23:02:26,2,0.035,0.03505853,48.4,BTC-14FEB25-101000-C,100536.94,buy,0.1,0.1,,,
157,345233911,2025-02-02 00:04:10,3,0.035,0.0351039,48.56,BTC-14FEB25-101000-C,100539.79,buy,0.1,0.1,,,
158,345246578,2025-02-02 03:02:46,2,0.034,0.0339512,48.79,BTC-14FEB25-101000-C,100324.34,buy,0.1,0.1,,,
159,345253622,2025-02-02 03:18:39,2,0.0315,0.03178701,48.83,BTC-14FEB25-101000-C,99776.62,sell,1.1,1.1,,,
160,345253623,2025-02-02 03:18:39,3,0.0315,0.03178701,48.83,BTC-14FEB25-101000-C,99776.62,sell,0.5,0.5,,,
161,345253625,2025-02-02 03:18:39,3,0.0315,0.03178701,48.83,BTC-14FEB25-101000-C,99776.62,buy,0.9,0.9,,,
162,345253631,2025-02-02 03:18:41,3,0.0315,0.0317772,48.82,BTC-14FEB25-101000-C,99777.23,buy,7.5,7.5,,,
163,345254809,2025-02-02 03:21:05,0,0.032,0.0319285,49.44,BTC-14FEB25-101000-C,99810.95,sell,0.2,0.2,,,
164,345258438,2025-02-02 03:31:45,2,0.0305,0.03075904,49.02,BTC-14FEB25-101000-C,99556.46,buy,1.0,1.0,,,
165,345267931,2025-02-02 03:57:23,2,0.03,0.02962576,50.5,BTC-14FEB25-101000-C,99234.21,sell,0.1,0.1,,,
166,345274780,2025-02-02 04:17:29,2,0.029,0.02903392,50.12,BTC-14FEB25-101000-C,99071.03,sell,0.1,0.1,,,
167,345288876,2025-02-02 05:55:29,0,0.0345,0.03430923,49.99,BTC-14FEB25-101000-C,100295.69,sell,0.1,0.1,,,
168,345288998,2025-02-02 05:57:04,1,0.0345,0.03422634,50.1,BTC-14FEB25-101000-C,100280.87,buy,0.1,0.1,,,
169,345289948,2025-02-02 06:02:45,2,0.0335,0.0335548,49.66,BTC-14FEB25-101000-C,100136.85,buy,0.1,0.1,,,
170,345296018,2025-02-02 07:05:27,2,0.033,0.03371565,49.0,BTC-14FEB25-101000-C,100125.59,sell,0.1,0.1,,,
171,345307700,2025-02-02 08:18:25,2,0.03,0.02938265,50.54,BTC-14FEB25-101000-C,99308.65,buy,0.6,0.6,,,
172,345307701,2025-02-02 08:18:25,3,0.03,0.02938265,50.54,BTC-14FEB25-101000-C,99308.65,buy,0.1,0.1,,,
173,345336825,2025-02-02 11:49:17,2,0.029,0.02863511,52.85,BTC-14FEB25-101000-C,98732.82,buy,0.1,0.1,,,
174,345337229,2025-02-02 11:50:30,3,0.029,0.02906534,52.26,BTC-14FEB25-101000-C,98835.78,sell,0.1,0.1,,,
175,345343998,2025-02-02 12:36:43,2,0.0285,0.02841966,53.73,BTC-14FEB25-101000-C,98495.55,buy,0.8,0.8,,,
176,345355924,2025-02-02 14:01:32,0,0.0305,0.03040722,55.31,BTC-14FEB25-101000-C,98732.04,sell,0.2,0.2,,,
177,345404898,2025-02-02 17:50:02,2,0.026,0.02585878,56.31,BTC-14FEB25-101000-C,97434.75,sell,0.2,0.2,,,
178,345413080,2025-02-02 18:04:16,2,0.025,0.02516925,55.94,BTC-14FEB25-101000-C,97225.95,buy,0.1,0.1,,,
179,345416333,2025-02-02 18:13:06,0,0.0255,0.02529445,56.37,BTC-14FEB25-101000-C,97287.86,buy,0.1,0.1,,,
180,345428945,2025-02-02 18:53:41,2,0.024,0.02362026,56.23,BTC-14FEB25-101000-C,96879.0,buy,0.1,0.1,,,
181,345445882,2025-02-02 19:50:37,0,0.0296,0.02988849,56.56,BTC-14FEB25-101000-C,98402.96,sell,0.1,0.1,BTC-ICOND-14FEB25-85000_96000_101000_114000,,345445881
182,345491023,2025-02-02 22:50:04,2,0.0265,0.02639277,58.29,BTC-14FEB25-101000-C,97384.72,buy,0.1,0.1,,,
183,345491031,2025-02-02 22:50:06,3,0.0265,0.02641088,58.15,BTC-14FEB25-101000-C,97409.32,buy,0.1,0.1,,,
184,345492219,2025-02-02 22:53:51,2,0.026,0.02556726,58.78,BTC-14FEB25-101000-C,97161.2,buy,0.1,0.1,,,
185,345493152,2025-02-02 22:57:12,0,0.027,0.02718389,58.19,BTC-14FEB25-101000-C,97536.62,sell,0.1,0.1,,,
186,345493449,2025-02-02 22:58:09,0,0.0275,0.02790864,58.09,BTC-14FEB25-101000-C,97682.04,sell,0.1,0.1,,,
187,345493544,2025-02-02 22:58:29,1,0.0275,0.02802428,57.88,BTC-14FEB25-101000-C,97721.3,sell,0.1,0.1,,,
188,345502591,2025-02-02 23:15:36,0,0.028,0.02855832,57.86,BTC-14FEB25-101000-C,97815.69,sell,0.1,0.1,,,
189,345503294,2025-02-02 23:17:03,2,0.0275,0.02789117,57.81,BTC-14FEB25-101000-C,97703.52,sell,0.1,0.1,,,
190,345503938,2025-02-02 23:20:17,2,0.027,0.02736552,57.64,BTC-14FEB25-101000-C,97587.25,sell,0.1,0.1,,,
191,345504251,2025-02-02 23:21:17,2,0.026,0.0264082,57.82,BTC-14FEB25-101000-C,97290.07,sell,0.1,0.1,,,
192,345511866,2025-02-02 23:31:35,2,0.025,0.02516814,57.63,BTC-14FEB25-101000-C,97044.73,buy,0.1,0.1,,,
193,345512517,2025-02-02 23:32:40,0,0.0255,0.02611453,57.22,BTC-14FEB25-101000-C,97260.47,sell,0.1,0.1,,,
194,345513156,2025-02-02 23:34:07,1,0.0255,0.02551045,57.82,BTC-14FEB25-101000-C,97153.66,sell,0.1,0.1,,,
195,345515089,2025-02-02 23:41:10,0,0.0265,0.0266518,57.78,BTC-14FEB25-101000-C,97417.57,sell,0.1,0.1,,,
196,345545032,2025-02-03 00:44:14,2,0.0205,0.02051626,56.24,BTC-14FEB25-101000-C,96026.64,buy,0.1,0.1,,,
197,345545331,2025-02-03 00:44:36,3,0.0205,0.02031559,56.4,BTC-14FEB25-101000-C,95999.97,buy,0.1,0.1,,,
198,345552402,2025-02-03 00:48:21,2,0.02,0.01984817,56.63,BTC-14FEB25-101000-C,95816.85,buy,0.1,0.1,,,
