trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,block_trade_id,combo_id,liquidation,combo_trade_id
941,237629007,2022-12-13 12:09:37,0,0.0762,0.07618396,59.71,BTC-31MAR23-20000-C,17452.28,buy,25.0,58761,BTC-CSR12-31MAR23-20000_24000,,
942,237653007,2022-12-13 13:51:16,0,0.082,0.08176636,58.33,BTC-31MAR23-20000-C,17917.09,buy,3.5,,,,
943,237653008,2022-12-13 13:51:16,1,0.082,0.08176636,58.33,BTC-31MAR23-20000-C,17917.09,buy,0.7,,,,
944,237653359,2022-12-13 13:53:37,2,0.081,0.08126747,58.13,BTC-31MAR23-20000-C,17883.66,buy,0.2,,,,
945,237655556,2022-12-13 14:10:15,3,0.081,0.08136733,57.93,BTC-31MAR23-20000-C,17907.13,buy,0.3,,,,
946,237658154,2022-12-13 14:31:53,0,0.082,0.08147494,58.55,BTC-31MAR23-20000-C,17888.08,sell,0.1,,,,
947,237658156,2022-12-13 14:31:53,1,0.082,0.08147494,58.55,BTC-31MAR23-20000-C,17888.08,sell,0.1,,,,
948,237658158,2022-12-13 14:31:53,1,0.082,0.08147494,58.55,BTC-31MAR23-20000-C,17888.08,sell,0.1,,,,
949,237658160,2022-12-13 14:31:53,1,0.082,0.08147494,58.55,BTC-31MAR23-20000-C,17888.08,sell,0.1,,,,
950,237658161,2022-12-13 14:31:53,1,0.082,0.08147494,58.55,BTC-31MAR23-20000-C,17888.08,sell,0.1,,,,
951,237658166,2022-12-13 14:31:56,1,0.082,0.08144665,58.58,BTC-31MAR23-20000-C,17884.59,sell,0.1,,,,
952,237658167,2022-12-13 14:31:56,1,0.082,0.08144665,58.58,BTC-31MAR23-20000-C,17884.59,sell,0.1,,,,
953,237658183,2022-12-13 14:32:12,1,0.082,0.08143248,58.61,BTC-31MAR23-20000-C,17880.38,sell,0.3,,,,
954,237658617,2022-12-13 14:36:15,2,0.0815,0.08135394,58.53,BTC-31MAR23-20000-C,17866.87,sell,0.1,,,,
955,237658618,2022-12-13 14:36:17,3,0.0815,0.08135472,58.53,BTC-31MAR23-20000-C,17866.27,sell,0.1,,,,
956,237658619,2022-12-13 14:36:17,3,0.0815,0.0813513,58.53,BTC-31MAR23-20000-C,17866.27,sell,0.1,,,,
957,237658620,2022-12-13 14:36:17,3,0.0815,0.0813513,58.53,BTC-31MAR23-20000-C,17866.27,sell,0.1,,,,
958,237658621,2022-12-13 14:36:23,3,0.0815,0.08137128,58.52,BTC-31MAR23-20000-C,17866.39,sell,0.1,,,,
959,237658622,2022-12-13 14:36:23,3,0.0815,0.08137128,58.52,BTC-31MAR23-20000-C,17866.39,sell,0.1,,,,
960,237658623,2022-12-13 14:36:23,3,0.0815,0.08137128,58.52,BTC-31MAR23-20000-C,17866.39,sell,0.1,,,,
961,237658655,2022-12-13 14:36:46,3,0.0815,0.0812259,58.59,BTC-31MAR23-20000-C,17861.27,sell,0.1,,,,
962,237658656,2022-12-13 14:36:46,3,0.0815,0.0812259,58.59,BTC-31MAR23-20000-C,17861.27,sell,0.1,,,,
963,237658664,2022-12-13 14:36:50,3,0.0815,0.08120042,58.61,BTC-31MAR23-20000-C,17859.61,sell,0.1,,,,
964,237661644,2022-12-13 15:22:08,2,0.08,0.07969504,58.51,BTC-31MAR23-20000-C,17777.87,sell,0.1,,,,
965,237677825,2022-12-13 23:36:35,2,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.3,,,,
966,237677826,2022-12-13 23:36:35,3,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.2,,,,
967,237677827,2022-12-13 23:36:35,3,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.2,,,,
968,237677828,2022-12-13 23:36:35,3,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.1,,,,
969,237677829,2022-12-13 23:36:35,3,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.1,,,,
970,237677830,2022-12-13 23:36:35,3,0.0795,0.07879455,58.26,BTC-31MAR23-20000-C,17796.39,sell,0.1,,,,
971,237693026,2022-12-14 08:34:27,2,0.079,0.07920296,57.7,BTC-31MAR23-20000-C,17824.44,buy,1.0,,,,
972,237693317,2022-12-14 08:35:42,3,0.079,0.07934575,57.53,BTC-31MAR23-20000-C,17841.8,buy,1.0,,,,
973,237704368,2022-12-14 13:32:07,0,0.0795,0.07950648,57.49,BTC-31MAR23-20000-C,17895.9,sell,0.3,,,,
974,237713550,2022-12-14 15:25:21,0,0.083,0.08279762,57.44,BTC-31MAR23-20000-C,18084.06,buy,0.5,,,,
975,237713583,2022-12-14 15:25:23,1,0.083,0.08285383,57.41,BTC-31MAR23-20000-C,18086.91,buy,0.5,,,,
976,237717097,2022-12-14 16:16:01,1,0.083,0.0833083,57.46,BTC-31MAR23-20000-C,18076.41,buy,0.2,,,,
977,237725679,2022-12-14 18:23:01,0,0.0865,0.08666783,57.41,BTC-31MAR23-20000-C,18256.34,buy,0.1,,,,
978,237726995,2022-12-14 18:32:34,0,0.087,0.08715104,57.48,BTC-31MAR23-20000-C,18274.43,buy,0.1,,,,
979,237728113,2022-12-14 18:40:09,0,0.088,0.08822826,57.48,BTC-31MAR23-20000-C,18316.74,buy,0.1,,,,
980,237741465,2022-12-14 19:03:33,2,0.0815,0.08097438,58.24,BTC-31MAR23-20000-C,17898.87,buy,10.0,,,,
981,237746351,2022-12-14 19:13:05,2,0.0805,0.08095667,57.56,BTC-31MAR23-20000-C,17928.23,sell,0.3,,,,
982,237754714,2022-12-14 19:39:01,2,0.0775,0.0777526,57.46,BTC-31MAR23-20000-C,17781.87,buy,2.0,,,,
983,237773499,2022-12-15 00:23:25,2,0.075,0.07558573,55.9,BTC-31MAR23-20000-C,17831.57,sell,0.1,,,,
984,237773500,2022-12-15 00:23:25,3,0.075,0.07558573,55.9,BTC-31MAR23-20000-C,17831.57,sell,0.1,,,,
985,237773501,2022-12-15 00:23:25,3,0.075,0.07558573,55.9,BTC-31MAR23-20000-C,17831.57,sell,0.1,,,,
986,237815694,2022-12-15 15:48:21,2,0.0675,0.06790439,56.47,BTC-31MAR23-20000-C,17401.36,sell,0.5,,,,
987,237816482,2022-12-15 15:55:35,0,0.068,0.06808313,56.58,BTC-31MAR23-20000-C,17416.49,buy,1.0,,,,
988,237816483,2022-12-15 15:55:41,1,0.068,0.06809523,56.57,BTC-31MAR23-20000-C,17417.09,buy,1.0,,,,
989,237816485,2022-12-15 15:55:43,1,0.068,0.06809493,56.57,BTC-31MAR23-20000-C,17417.08,buy,1.0,,,,
990,237816529,2022-12-15 15:56:59,1,0.068,0.06810132,56.57,BTC-31MAR23-20000-C,17415.38,buy,1.0,,,,
991,237816567,2022-12-15 15:57:39,1,0.068,0.0680769,56.6,BTC-31MAR23-20000-C,17412.33,buy,1.0,,,,
992,237819744,2022-12-15 16:40:07,2,0.067,0.06792624,56.18,BTC-31MAR23-20000-C,17409.31,buy,1.0,,,,
993,237839744,2022-12-16 02:40:08,0,0.069,0.07042838,57.03,BTC-31MAR23-20000-C,17418.79,buy,3.1,,,,
994,237844112,2022-12-16 06:50:41,2,0.0685,0.06957073,56.94,BTC-31MAR23-20000-C,17421.02,sell,0.5,,,,
995,237859223,2022-12-16 09:00:41,2,0.063,0.06357705,57.04,BTC-31MAR23-20000-C,17110.29,sell,1.0,,,,
996,237863436,2022-12-16 09:03:22,2,0.0625,0.06337435,57.04,BTC-31MAR23-20000-C,17075.84,buy,28.5,,,,
997,237866132,2022-12-16 09:10:59,0,0.0635,0.06355304,57.72,BTC-31MAR23-20000-C,17057.28,buy,3.0,,,,
998,237869846,2022-12-16 09:34:29,2,0.0625,0.06342064,57.44,BTC-31MAR23-20000-C,17035.05,buy,1.8,,,,
999,237872337,2022-12-16 09:52:17,3,0.0625,0.06363319,57.39,BTC-31MAR23-20000-C,17045.41,buy,0.5,,,,
1000,237873442,2022-12-16 10:10:24,3,0.0625,0.06301558,57.69,BTC-31MAR23-20000-C,17015.79,buy,0.5,,,,
1001,237878151,2022-12-16 11:48:35,2,0.062,0.06239191,57.45,BTC-31MAR23-20000-C,17018.84,buy,0.4,,,,
1002,237882004,2022-12-16 12:51:52,2,0.0615,0.06213767,57.3,BTC-31MAR23-20000-C,17010.87,sell,6.8,,,,
1003,237897696,2022-12-16 15:09:37,2,0.061,0.06201602,56.98,BTC-31MAR23-20000-C,17003.94,buy,2.0,,,,
1004,237897697,2022-12-16 15:09:37,3,0.061,0.06201602,56.98,BTC-31MAR23-20000-C,17003.94,buy,1.2,,,,
1005,237897989,2022-12-16 15:14:29,2,0.0605,0.06164428,56.88,BTC-31MAR23-20000-C,16986.76,buy,2.0,,,,
1006,237898878,2022-12-16 15:29:46,3,0.0605,0.06082061,57.27,BTC-31MAR23-20000-C,16946.1,sell,1.0,,,,
1007,237901156,2022-12-16 15:56:32,0,0.061,0.06179086,57.43,BTC-31MAR23-20000-C,16964.11,sell,0.8,,,,
1008,237914238,2022-12-16 17:50:12,0,0.06,0.06018775,58.38,BTC-31MAR23-20000-C,16811.7,sell,100.0,59174,BTC-CDIAG-31MAR23_27JAN23-20000_17000,,
1009,237914379,2022-12-16 17:52:23,2,0.0596,0.06018153,58.18,BTC-31MAR23-20000-C,16812.48,sell,100.0,59175,BTC-CDIAG-31MAR23_27JAN23-20000_17000,,
1010,237923493,2022-12-16 20:30:09,0,0.0625,0.06355771,58.48,BTC-31MAR23-20000-C,16945.5,sell,15.0,,,,
1011,237923606,2022-12-16 20:30:58,2,0.062,0.06328535,58.36,BTC-31MAR23-20000-C,16929.82,sell,15.0,,,,
1012,237925114,2022-12-16 21:02:03,2,0.0615,0.06177596,58.61,BTC-31MAR23-20000-C,16873.26,buy,0.4,,,,
1013,237925115,2022-12-16 21:02:03,3,0.0615,0.06177596,58.61,BTC-31MAR23-20000-C,16873.26,buy,1.1,,,,
1014,237968556,2022-12-17 15:22:26,2,0.058,0.05842888,58.86,BTC-31MAR23-20000-C,16670.47,sell,1.0,,,,
1015,237977732,2022-12-18 00:59:38,2,0.0575,0.05829713,58.06,BTC-31MAR23-20000-C,16751.67,sell,1.4,,,,
1016,237977738,2022-12-18 00:59:47,3,0.0575,0.05826566,58.07,BTC-31MAR23-20000-C,16751.81,sell,0.6,,,,
1017,237977848,2022-12-18 01:01:42,2,0.057,0.05798094,57.89,BTC-31MAR23-20000-C,16747.4,sell,0.6,,,,
1018,237977849,2022-12-18 01:01:42,3,0.057,0.05798094,57.89,BTC-31MAR23-20000-C,16747.4,sell,0.1,,,,
1019,237977850,2022-12-18 01:01:42,3,0.057,0.05798094,57.89,BTC-31MAR23-20000-C,16747.4,sell,0.1,,,,
1020,237977868,2022-12-18 01:01:47,3,0.057,0.05797053,57.9,BTC-31MAR23-20000-C,16745.97,sell,0.2,,,,
1021,237978897,2022-12-18 02:53:45,2,0.0555,0.05718411,57.14,BTC-31MAR23-20000-C,16735.69,sell,3.2,,,,
1022,237979948,2022-12-18 04:17:13,3,0.0555,0.05716834,56.9,BTC-31MAR23-20000-C,16772.51,sell,1.9,,,,
1023,237979949,2022-12-18 04:17:13,3,0.0555,0.05716834,56.9,BTC-31MAR23-20000-C,16772.51,sell,0.1,,,,
1024,237979950,2022-12-18 04:17:13,3,0.0555,0.05716834,56.9,BTC-31MAR23-20000-C,16772.51,sell,0.1,,,,
1025,237986030,2022-12-18 08:22:53,0,0.0565,0.0578348,57.67,BTC-31MAR23-20000-C,16754.82,sell,1.5,,,,
1026,237989537,2022-12-18 11:05:01,2,0.056,0.0579076,57.77,BTC-31MAR23-20000-C,16710.53,sell,0.5,,,,
1027,237989541,2022-12-18 11:05:54,3,0.056,0.05790407,57.77,BTC-31MAR23-20000-C,16710.69,sell,0.3,,,,
1028,237989796,2022-12-18 11:24:15,3,0.056,0.05781292,57.77,BTC-31MAR23-20000-C,16707.05,sell,0.2,,,,
1029,238014401,2022-12-19 08:56:01,0,0.057,0.05727322,58.18,BTC-31MAR23-20000-C,16758.42,sell,1.0,,,,
1030,238025143,2022-12-19 16:01:15,2,0.055,0.05520426,58.08,BTC-31MAR23-20000-C,16658.85,sell,0.1,,,,
1031,238025390,2022-12-19 16:11:15,2,0.0545,0.05533853,57.72,BTC-31MAR23-20000-C,16674.74,sell,0.8,,,,
1032,238025391,2022-12-19 16:11:15,3,0.0545,0.05533853,57.72,BTC-31MAR23-20000-C,16674.74,sell,2.2,,,,
1033,238033925,2022-12-19 18:04:02,0,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16607.02,buy,3.0,,,,
1034,238033926,2022-12-19 18:04:02,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16607.02,buy,11.2,,,,
1035,238033927,2022-12-19 18:04:02,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16607.02,buy,2.4,,,,
1036,238033929,2022-12-19 18:04:03,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16607.02,sell,2.8,,,,
1037,238033930,2022-12-19 18:04:03,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16606.87,sell,2.1,,,,
1038,238033932,2022-12-19 18:04:03,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16606.87,sell,1.4,,,,
1039,238033933,2022-12-19 18:04:03,1,0.055,0.05548287,58.68,BTC-31MAR23-20000-C,16606.87,sell,2.7,,,,
1040,238033935,2022-12-19 18:04:05,1,0.055,0.05549685,58.67,BTC-31MAR23-20000-C,16607.68,sell,9.0,,,,
1041,238034258,2022-12-19 18:07:50,1,0.055,0.05542623,58.69,BTC-31MAR23-20000-C,16606.9,buy,18.0,,,,
1042,238040301,2022-12-19 19:57:52,1,0.055,0.0559898,59.1,BTC-31MAR23-20000-C,16555.95,sell,3.8,,,,
1043,238041684,2022-12-19 20:40:47,1,0.055,0.05591165,58.92,BTC-31MAR23-20000-C,16575.4,sell,5.0,,,,
1044,238042167,2022-12-19 21:10:31,1,0.055,0.05546179,58.72,BTC-31MAR23-20000-C,16598.72,sell,3.0,,,,
1045,238043119,2022-12-19 22:02:04,1,0.055,0.055317,58.89,BTC-31MAR23-20000-C,16582.12,sell,0.3,,,,
1046,238043641,2022-12-19 22:31:24,1,0.055,0.05524416,59.35,BTC-31MAR23-20000-C,16530.12,sell,6.2,,,,
1047,238078401,2022-12-20 08:09:02,0,0.0585,0.05836552,59.03,BTC-31MAR23-20000-C,16804.44,sell,0.1,,,,
1048,238085114,2022-12-20 10:52:13,2,0.0567,0.05768537,58.11,BTC-31MAR23-20000-C,16792.75,sell,25.0,59388,,,
1049,238089122,2022-12-20 13:11:18,0,0.057,0.0575439,58.18,BTC-31MAR23-20000-C,16809.06,sell,0.9,,,,
1050,238097213,2022-12-20 15:08:22,0,0.0575,0.05879191,57.43,BTC-31MAR23-20000-C,16928.67,sell,0.6,,,,
1051,238097214,2022-12-20 15:08:22,1,0.0575,0.05879191,57.43,BTC-31MAR23-20000-C,16928.67,sell,0.1,,,,
1052,238098995,2022-12-20 15:22:48,0,0.059,0.05947146,57.4,BTC-31MAR23-20000-C,17010.01,buy,0.3,,,,
1053,238114850,2022-12-20 21:36:12,2,0.0565,0.05715095,57.41,BTC-31MAR23-20000-C,16871.73,sell,1.0,,,,
1054,238124589,2022-12-21 06:55:48,2,0.056,0.05577513,57.61,BTC-31MAR23-20000-C,16835.87,buy,0.1,,,,
1055,238130547,2022-12-21 11:00:36,3,0.056,0.05595661,57.46,BTC-31MAR23-20000-C,16864.92,buy,6.1,,,,
1056,238168039,2022-12-22 10:07:10,2,0.053,0.0546058,56.19,BTC-31MAR23-20000-C,16857.39,sell,0.1,,,,
1057,238170365,2022-12-22 12:01:47,0,0.054,0.05387431,56.89,BTC-31MAR23-20000-C,16839.74,buy,1.0,,,,
1058,238173010,2022-12-22 13:42:23,2,0.0531,0.05303042,56.82,BTC-31MAR23-20000-C,16796.45,buy,25.0,59474,BTC-CCAL-30JUN23_31MAR23-20000,,
1059,238173790,2022-12-22 14:06:28,2,0.0525,0.05286988,56.67,BTC-31MAR23-20000-C,16774.83,sell,2.0,,,,
1060,238179523,2022-12-22 15:10:34,2,0.05,0.05198737,56.41,BTC-31MAR23-20000-C,16655.35,sell,0.1,,,,
1061,238179524,2022-12-22 15:10:34,3,0.05,0.05198737,56.41,BTC-31MAR23-20000-C,16655.35,sell,0.9,,,,
1062,238180684,2022-12-22 15:34:05,3,0.05,0.05177874,56.3,BTC-31MAR23-20000-C,16671.25,sell,1.9,,,,
1063,238187539,2022-12-22 17:43:29,2,0.0485,0.04997566,56.5,BTC-31MAR23-20000-C,16580.13,buy,1.0,,,,
1064,238187548,2022-12-22 17:43:33,3,0.0485,0.05001182,56.48,BTC-31MAR23-20000-C,16582.54,buy,0.9,,,,
1065,238201034,2022-12-22 21:38:38,0,0.051,0.05264677,55.92,BTC-31MAR23-20000-C,16796.38,sell,2.5,,,,
1066,238201042,2022-12-22 21:38:38,1,0.051,0.05264677,55.92,BTC-31MAR23-20000-C,16796.38,buy,9.1,,,,
1067,238201045,2022-12-22 21:38:39,1,0.051,0.05264677,55.92,BTC-31MAR23-20000-C,16796.38,buy,3.4,,,,
1068,238201046,2022-12-22 21:38:39,1,0.051,0.05264677,55.92,BTC-31MAR23-20000-C,16796.38,buy,0.1,,,,
1069,238201048,2022-12-22 21:38:39,1,0.051,0.05264677,55.92,BTC-31MAR23-20000-C,16796.38,buy,2.3,,,,
1070,238201060,2022-12-22 21:38:49,1,0.051,0.05264327,55.92,BTC-31MAR23-20000-C,16796.84,buy,3.0,,,,
1071,238201071,2022-12-22 21:38:52,1,0.051,0.05264286,55.92,BTC-31MAR23-20000-C,16796.85,buy,3.0,,,,
1072,238201080,2022-12-22 21:38:54,1,0.051,0.05264068,55.92,BTC-31MAR23-20000-C,16796.7,buy,3.0,,,,
1073,238201084,2022-12-22 21:38:56,1,0.051,0.0526385,55.92,BTC-31MAR23-20000-C,16796.56,buy,3.0,,,,
1074,238201090,2022-12-22 21:39:07,1,0.051,0.05263806,55.92,BTC-31MAR23-20000-C,16796.52,buy,0.2,,,,
1075,238201097,2022-12-22 21:39:13,1,0.051,0.05264563,55.92,BTC-31MAR23-20000-C,16797.17,buy,0.1,,,,
1076,238201102,2022-12-22 21:39:13,1,0.051,0.05264563,55.92,BTC-31MAR23-20000-C,16797.17,buy,0.3,,,,
1077,238201183,2022-12-22 21:46:17,1,0.051,0.0525142,55.93,BTC-31MAR23-20000-C,16796.67,sell,2.2,,,,
1078,238201274,2022-12-22 22:01:09,1,0.051,0.05218015,55.99,BTC-31MAR23-20000-C,16793.98,buy,3.0,,,,
1079,238201284,2022-12-22 22:01:10,1,0.051,0.05217566,55.99,BTC-31MAR23-20000-C,16793.7,buy,3.0,,,,
1080,238201307,2022-12-22 22:01:28,1,0.051,0.05221137,55.97,BTC-31MAR23-20000-C,16795.09,buy,3.0,,,,
1081,238201361,2022-12-22 22:02:22,1,0.051,0.05232514,55.91,BTC-31MAR23-20000-C,16800.7,buy,3.0,,,,
1082,238201367,2022-12-22 22:02:26,1,0.051,0.05232983,55.9,BTC-31MAR23-20000-C,16801.0,buy,3.0,,,,
1083,238202257,2022-12-22 22:21:28,1,0.051,0.05233972,55.73,BTC-31MAR23-20000-C,16805.19,sell,0.8,,,,
1084,238202597,2022-12-22 22:43:34,1,0.051,0.05200915,55.93,BTC-31MAR23-20000-C,16798.95,buy,3.0,,,,
1085,238203142,2022-12-22 23:07:10,1,0.051,0.05191544,55.96,BTC-31MAR23-20000-C,16802.03,sell,1.6,,,,
1086,238203390,2022-12-22 23:15:03,1,0.051,0.05219788,55.84,BTC-31MAR23-20000-C,16809.09,sell,9.0,,,,
1087,238203786,2022-12-22 23:39:34,0,0.0515,0.0524568,56.06,BTC-31MAR23-20000-C,16822.48,sell,0.8,,,,
1088,238204311,2022-12-23 00:24:10,2,0.051,0.05213136,55.92,BTC-31MAR23-20000-C,16801.66,sell,2.0,,,,
1089,238204312,2022-12-23 00:24:10,3,0.051,0.05213136,55.92,BTC-31MAR23-20000-C,16801.66,sell,8.0,,,,
1090,238204313,2022-12-23 00:24:10,3,0.051,0.05213136,55.92,BTC-31MAR23-20000-C,16801.66,sell,7.1,,,,
1091,238204314,2022-12-23 00:24:10,3,0.051,0.05213136,55.92,BTC-31MAR23-20000-C,16801.66,sell,1.8,,,,
1092,238204320,2022-12-23 00:24:10,3,0.051,0.05213136,55.92,BTC-31MAR23-20000-C,16801.66,buy,11.1,,,,
1093,238204428,2022-12-23 00:32:48,2,0.0505,0.05198215,55.67,BTC-31MAR23-20000-C,16799.02,sell,2.3,,,,
1094,238204429,2022-12-23 00:32:48,3,0.0505,0.05198215,55.67,BTC-31MAR23-20000-C,16799.02,sell,1.7,,,,
1095,238204437,2022-12-23 00:34:13,3,0.0505,0.05197892,55.66,BTC-31MAR23-20000-C,16799.79,sell,6.5,,,,
1096,238204967,2022-12-23 01:15:10,3,0.0505,0.05069067,55.82,BTC-31MAR23-20000-C,16782.09,buy,3.0,,,,
1097,238204975,2022-12-23 01:15:12,3,0.0505,0.05069124,55.82,BTC-31MAR23-20000-C,16782.13,buy,3.0,,,,
1098,238208471,2022-12-23 03:16:57,0,0.0515,0.05180164,55.55,BTC-31MAR23-20000-C,16870.87,buy,3.1,,,,
1099,238211240,2022-12-23 06:49:09,2,0.051,0.05207167,55.59,BTC-31MAR23-20000-C,16838.76,sell,2.0,,,,
1100,238211245,2022-12-23 06:49:14,3,0.051,0.05205153,55.6,BTC-31MAR23-20000-C,16837.5,sell,2.0,,,,
1101,238211246,2022-12-23 06:49:14,3,0.051,0.05205153,55.6,BTC-31MAR23-20000-C,16837.5,buy,2.0,,,,
1102,238216329,2022-12-23 08:54:10,2,0.05,0.05095717,55.06,BTC-31MAR23-20000-C,16836.62,sell,0.2,,,,
1103,238248168,2022-12-24 08:32:49,2,0.049,0.04966104,54.76,BTC-31MAR23-20000-C,16835.74,sell,1.0,,,,
1104,238250653,2022-12-24 13:49:37,2,0.0485,0.04989057,54.67,BTC-31MAR23-20000-C,16817.6,sell,0.5,,,,
1105,238251379,2022-12-24 16:31:34,3,0.0485,0.04969434,54.6,BTC-31MAR23-20000-C,16832.46,sell,0.6,,,,
1106,238251380,2022-12-24 16:31:35,3,0.0485,0.04969434,54.6,BTC-31MAR23-20000-C,16832.46,sell,0.4,,,,
1107,238252298,2022-12-24 19:58:45,2,0.048,0.04990217,54.25,BTC-31MAR23-20000-C,16845.54,sell,0.6,,,,
1108,238252299,2022-12-24 19:58:45,3,0.048,0.04990217,54.25,BTC-31MAR23-20000-C,16845.63,sell,0.1,,,,
1109,238252300,2022-12-24 19:59:01,3,0.048,0.04989986,54.25,BTC-31MAR23-20000-C,16845.29,sell,0.5,,,,
1110,238253975,2022-12-24 23:57:54,3,0.048,0.0496775,54.5,BTC-31MAR23-20000-C,16839.18,sell,0.6,,,,
1111,238253976,2022-12-24 23:57:55,3,0.048,0.0496775,54.5,BTC-31MAR23-20000-C,16839.18,sell,0.1,,,,
1112,238253977,2022-12-24 23:57:55,3,0.048,0.0496775,54.5,BTC-31MAR23-20000-C,16839.18,sell,0.1,,,,
1113,238253979,2022-12-24 23:58:56,3,0.048,0.04968774,54.49,BTC-31MAR23-20000-C,16839.26,sell,0.5,,,,
1114,238254985,2022-12-25 03:34:52,2,0.0475,0.04949974,54.22,BTC-31MAR23-20000-C,16835.35,sell,0.5,,,,
1115,238263236,2022-12-25 14:51:41,2,0.0475,0.04915169,54.96,BTC-31MAR23-20000-C,16769.08,buy,0.1,,,,
1116,238273948,2022-12-26 04:25:53,0,0.049,0.05052833,54.98,BTC-31MAR23-20000-C,16874.33,sell,0.5,,,,
1117,238279199,2022-12-26 11:18:31,0,0.05,0.04953737,55.74,BTC-31MAR23-20000-C,16854.13,buy,1.0,,,,
1118,238280395,2022-12-26 13:25:37,1,0.05,0.04974083,55.86,BTC-31MAR23-20000-C,16845.09,buy,1.0,,,,
1119,238280396,2022-12-26 13:25:45,1,0.05,0.04974823,55.85,BTC-31MAR23-20000-C,16845.15,buy,1.0,,,,
1120,238280398,2022-12-26 13:25:49,1,0.05,0.04975106,55.85,BTC-31MAR23-20000-C,16845.15,buy,0.5,,,,
1121,238280399,2022-12-26 13:25:49,1,0.05,0.04975106,55.85,BTC-31MAR23-20000-C,16845.15,sell,0.5,,,,
1122,238280402,2022-12-26 13:25:53,0,0.0505,0.04975732,56.13,BTC-31MAR23-20000-C,16845.33,buy,1.0,,,,
1123,238280403,2022-12-26 13:25:58,1,0.0505,0.04976226,56.12,BTC-31MAR23-20000-C,16845.45,buy,1.0,,,,
1124,238280413,2022-12-26 13:26:58,1,0.0505,0.04981133,56.11,BTC-31MAR23-20000-C,16846.58,buy,1.0,,,,
1125,238280418,2022-12-26 13:27:13,1,0.0505,0.04982533,56.11,BTC-31MAR23-20000-C,16847.03,buy,1.0,,,,
1126,238280422,2022-12-26 13:27:18,1,0.0505,0.04983039,56.1,BTC-31MAR23-20000-C,16846.98,buy,1.0,,,,
1127,238281325,2022-12-26 15:07:22,2,0.05,0.05014671,56.01,BTC-31MAR23-20000-C,16831.81,sell,0.5,,,,
1128,238281326,2022-12-26 15:07:22,3,0.05,0.05014671,56.01,BTC-31MAR23-20000-C,16831.81,buy,0.4,,,,
1129,238281327,2022-12-26 15:07:22,3,0.05,0.05014671,56.01,BTC-31MAR23-20000-C,16831.81,buy,0.4,,,,
1130,238281328,2022-12-26 15:07:22,3,0.05,0.05014671,56.01,BTC-31MAR23-20000-C,16831.81,buy,0.8,,,,
1131,238284771,2022-12-26 19:18:57,2,0.0475,0.04852237,54.62,BTC-31MAR23-20000-C,16847.55,sell,0.9,,,,
1132,238284887,2022-12-26 19:19:45,3,0.0475,0.04844362,54.67,BTC-31MAR23-20000-C,16852.73,sell,0.7,,,,
1133,238284888,2022-12-26 19:19:45,3,0.0475,0.04844362,54.67,BTC-31MAR23-20000-C,16852.73,sell,0.1,,,,
1134,238285696,2022-12-26 21:16:00,3,0.0475,0.04868834,54.69,BTC-31MAR23-20000-C,16846.22,sell,0.7,,,,
1135,238285697,2022-12-26 21:16:00,3,0.0475,0.04868834,54.69,BTC-31MAR23-20000-C,16846.22,sell,0.1,,,,
1136,238285698,2022-12-26 21:16:28,3,0.0475,0.04868517,54.69,BTC-31MAR23-20000-C,16846.24,sell,0.7,,,,
1137,238293147,2022-12-27 02:48:02,0,0.048,0.04889414,54.63,BTC-31MAR23-20000-C,16875.82,sell,0.1,,,,
1138,238293249,2022-12-27 03:04:07,1,0.048,0.04878808,54.63,BTC-31MAR23-20000-C,16875.1,sell,0.1,,,,
1139,238293250,2022-12-27 03:04:08,1,0.048,0.04878808,54.63,BTC-31MAR23-20000-C,16875.19,sell,0.4,,,,
1140,238294573,2022-12-27 06:47:30,0,0.049,0.04897323,55.28,BTC-31MAR23-20000-C,16870.42,sell,0.1,,,,
1141,238303528,2022-12-27 14:31:20,2,0.048,0.04794521,55.65,BTC-31MAR23-20000-C,16780.32,sell,0.7,,,,
1142,238304118,2022-12-27 14:35:42,3,0.048,0.04815378,55.75,BTC-31MAR23-20000-C,16769.1,sell,0.3,,,,
1143,238317848,2022-12-27 21:06:18,2,0.046,0.04692786,55.81,BTC-31MAR23-20000-C,16652.92,sell,0.5,,,,
1144,238320354,2022-12-28 00:03:05,0,0.0475,0.04763794,56.37,BTC-31MAR23-20000-C,16692.17,buy,3.5,,,,
1145,238320355,2022-12-28 00:03:05,1,0.0475,0.04763794,56.37,BTC-31MAR23-20000-C,16692.17,buy,0.9,,,,
