trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,combo_id,block_trade_id,combo_trade_id,liquidation
21,199720871,2022-01-21 08:42:22,2,0.2835,0.2868277,71.21,BTC-30DEC22-40000-C,39112.59,sell,9.2,,,,
22,199725165,2022-01-21 09:30:30,0,0.284,0.28588696,71.74,BTC-30DEC22-40000-C,39062.88,buy,5.2,,,,
23,199760322,2022-01-21 13:39:56,2,0.2785,0.27967161,71.8,BTC-30DEC22-40000-C,38378.5,buy,0.1,,,,
24,199844574,2022-01-21 21:42:37,2,0.274,0.27594361,73.36,BTC-30DEC22-40000-C,37420.49,sell,0.1,,,,
25,199911638,2022-01-21 23:25:34,2,0.2635,0.26643997,72.42,BTC-30DEC22-40000-C,36710.92,sell,1.5,,,,
26,199911961,2022-01-21 23:26:27,0,0.266,0.26601876,73.21,BTC-30DEC22-40000-C,36713.25,sell,3.0,,,,
27,199927124,2022-01-22 00:41:46,2,0.2635,0.26671066,72.71,BTC-30DEC22-40000-C,36613.14,sell,0.1,,,,
28,199939455,2022-01-22 02:49:22,2,0.263,0.26437709,72.92,BTC-30DEC22-40000-C,36378.59,sell,0.3,,,,
29,199974547,2022-01-22 06:15:54,0,0.265,0.26103265,75.3,BTC-30DEC22-40000-C,35692.53,buy,0.8,,,,
30,199986189,2022-01-22 07:12:07,2,0.2605,0.26209414,73.74,BTC-30DEC22-40000-C,35797.47,sell,0.1,,,,
31,199986214,2022-01-22 07:12:40,3,0.2605,0.26189757,73.77,BTC-30DEC22-40000-C,35763.85,sell,0.1,,,,
32,199998877,2022-01-22 08:05:36,2,0.256,0.25736248,73.08,BTC-30DEC22-40000-C,35646.67,sell,7.4,,,,
33,200002031,2022-01-22 08:22:22,2,0.254,0.25618601,72.73,BTC-30DEC22-40000-C,35528.88,sell,0.1,,,,
34,200004227,2022-01-22 08:38:46,0,0.259,0.2583312,73.5,BTC-30DEC22-40000-C,35778.09,buy,0.1,,,,
35,200004228,2022-01-22 08:38:46,1,0.259,0.2583312,73.5,BTC-30DEC22-40000-C,35778.09,sell,12.0,,,,
36,200004919,2022-01-22 08:44:04,2,0.2565,0.25745157,73.02,BTC-30DEC22-40000-C,35665.52,buy,1.0,,,,
37,200005082,2022-01-22 08:45:42,3,0.2565,0.25725978,72.95,BTC-30DEC22-40000-C,35707.26,buy,1.0,,,,
38,200031082,2022-01-22 10:09:41,2,0.248,0.24583666,74.25,BTC-30DEC22-40000-C,34382.27,sell,1.0,,,,
39,200086505,2022-01-22 12:55:09,0,0.257,0.2598844,72.86,BTC-30DEC22-40000-C,35856.97,buy,1.2,,,,
40,200097237,2022-01-22 13:56:50,1,0.257,0.25788742,73.28,BTC-30DEC22-40000-C,35584.84,sell,1.0,,,,
41,200097574,2022-01-22 13:58:50,0,0.258,0.25788717,73.52,BTC-30DEC22-40000-C,35630.29,sell,1.0,,,,
42,200157804,2022-01-22 18:21:59,2,0.242,0.24374279,71.65,BTC-30DEC22-40000-C,34686.8,buy,0.1,,,,
43,200167942,2022-01-22 19:25:20,2,0.24,0.24242717,71.72,BTC-30DEC22-40000-C,34409.98,sell,0.1,,,,
44,200223449,2022-01-23 00:16:42,0,0.2505,0.24849255,72.59,BTC-30DEC22-40000-C,35174.88,buy,0.1,,,,
45,200225514,2022-01-23 00:30:11,1,0.2505,0.25236981,71.85,BTC-30DEC22-40000-C,35382.61,buy,0.1,,,,
46,200229384,2022-01-23 01:21:48,0,0.253,0.25295301,72.51,BTC-30DEC22-40000-C,35384.78,buy,0.1,,,,
47,200254537,2022-01-23 05:56:55,2,0.252,0.25190667,72.25,BTC-30DEC22-40000-C,35379.33,buy,0.7,,,,
48,200439206,2022-01-24 03:39:23,2,0.2495,0.25158807,71.94,BTC-30DEC22-40000-C,35298.27,buy,3.0,,,,
49,200447323,2022-01-24 05:30:37,0,0.2535,0.24941654,73.62,BTC-30DEC22-40000-C,35078.57,buy,0.1,,,,
50,200504909,2022-01-24 10:24:17,2,0.239,0.23781696,73.62,BTC-30DEC22-40000-C,33695.92,sell,1.0,,,,
51,200510215,2022-01-24 10:31:00,2,0.2375,0.23780048,73.19,BTC-30DEC22-40000-C,33676.54,sell,0.7,,,,
52,200520926,2022-01-24 10:56:01,3,0.2375,0.23666477,73.5,BTC-30DEC22-40000-C,33508.01,sell,0.1,,,,
53,200577070,2022-01-24 13:12:12,0,0.239,0.23651739,73.99,BTC-30DEC22-40000-C,33602.69,sell,0.1,,,,
54,200577698,2022-01-24 13:14:57,2,0.2335,0.23545544,72.75,BTC-30DEC22-40000-C,33517.93,buy,0.1,,,,
55,200675387,2022-01-24 17:45:34,0,0.2495,0.25145086,72.67,BTC-30DEC22-40000-C,35317.59,sell,1.0,,,,
56,200697620,2022-01-24 18:49:22,0,0.2635,0.26238706,73.34,BTC-30DEC22-40000-C,36407.37,buy,0.1,,,,
57,200715926,2022-01-24 20:23:10,0,0.265,0.26277069,74.27,BTC-30DEC22-40000-C,36193.45,sell,1.0,,,,
58,200715940,2022-01-24 20:23:39,2,0.264,0.26283037,73.95,BTC-30DEC22-40000-C,36199.22,sell,1.0,,,,
59,200716012,2022-01-24 20:24:49,3,0.264,0.26284526,73.98,BTC-30DEC22-40000-C,36166.26,sell,3.0,,,,
60,200716125,2022-01-24 20:25:47,3,0.264,0.2621408,74.06,BTC-30DEC22-40000-C,36123.67,sell,1.5,,,,
61,200778542,2022-01-25 04:52:14,0,0.2645,0.2644965,74.51,BTC-30DEC22-40000-C,35999.81,sell,4.0,,,,
62,200778557,2022-01-25 04:52:14,1,0.2645,0.26434003,74.55,BTC-30DEC22-40000-C,35982.52,sell,4.5,,,,
63,200778558,2022-01-25 04:52:14,1,0.2645,0.26434003,74.55,BTC-30DEC22-40000-C,35982.52,sell,0.1,,,,
64,200778670,2022-01-25 04:52:18,1,0.2645,0.26430403,74.57,BTC-30DEC22-40000-C,35978.68,sell,4.2,,,,
65,200778841,2022-01-25 04:53:44,1,0.2645,0.26447894,74.58,BTC-30DEC22-40000-C,35976.67,sell,5.0,,,,
66,200778844,2022-01-25 04:53:44,1,0.2645,0.26447894,74.58,BTC-30DEC22-40000-C,35976.67,sell,0.1,,,,
67,200778846,2022-01-25 04:53:44,1,0.2645,0.26445442,74.58,BTC-30DEC22-40000-C,35976.67,sell,0.1,,,,
68,200778847,2022-01-25 04:53:45,1,0.2645,0.26445442,74.58,BTC-30DEC22-40000-C,35976.67,sell,0.4,,,,
69,200778879,2022-01-25 04:53:47,1,0.2645,0.2643474,74.61,BTC-30DEC22-40000-C,35964.96,sell,0.1,,,,
70,200778883,2022-01-25 04:53:48,1,0.2645,0.2643474,74.61,BTC-30DEC22-40000-C,35964.96,sell,0.1,,,,
71,200779348,2022-01-25 04:59:00,1,0.2645,0.26473093,74.68,BTC-30DEC22-40000-C,35933.8,sell,1.3,,,,
72,200781099,2022-01-25 05:26:03,1,0.2645,0.26458961,74.76,BTC-30DEC22-40000-C,35878.35,sell,0.1,,,,
73,200810584,2022-01-25 10:26:07,0,0.2665,0.2659092,73.63,BTC-30DEC22-40000-C,36512.62,sell,1.0,,,,
74,200816674,2022-01-25 11:46:29,2,0.262,0.26436975,72.82,BTC-30DEC22-40000-C,36402.66,buy,1.0,,,,
75,200818430,2022-01-25 12:06:28,0,0.2645,0.26281624,73.61,BTC-30DEC22-40000-C,36344.5,buy,0.2,,,,
76,200819220,2022-01-25 12:17:17,2,0.261,0.26250408,72.8,BTC-30DEC22-40000-C,36307.6,buy,1.0,,,,
77,200819252,2022-01-25 12:17:47,3,0.261,0.26246983,72.81,BTC-30DEC22-40000-C,36325.27,buy,2.0,,,,
78,200827272,2022-01-25 13:27:31,0,0.265,0.26439737,73.6,BTC-30DEC22-40000-C,36394.21,sell,0.1,,,,
79,200962075,2022-01-26 07:02:38,0,0.273,0.27354683,74.06,BTC-30DEC22-40000-C,37269.94,sell,1.0,,,,
80,201050700,2022-01-26 17:13:47,0,0.2775,0.27928956,72.45,BTC-30DEC22-40000-C,38366.32,sell,0.1,,,,
81,201173784,2022-01-27 01:23:15,2,0.2635,0.26352188,73.15,BTC-30DEC22-40000-C,36662.85,buy,1.0,,,,
82,201173785,2022-01-27 01:23:15,3,0.2635,0.26352188,73.15,BTC-30DEC22-40000-C,36662.85,buy,1.0,,,,
83,201205206,2022-01-27 04:27:42,2,0.2545,0.25697146,73.27,BTC-30DEC22-40000-C,35798.99,buy,0.7,,,,
84,201358876,2022-01-28 03:14:46,0,0.269,0.26899489,72.6,BTC-30DEC22-40000-C,37430.32,buy,1.0,,,,
85,201392192,2022-01-28 08:05:36,2,0.2575,0.26286112,71.13,BTC-30DEC22-40000-C,36747.66,sell,0.3,,,,
86,201452130,2022-01-28 16:33:30,0,0.2645,0.26190319,72.24,BTC-30DEC22-40000-C,37123.51,buy,1.0,,,,
87,201496447,2022-01-29 05:09:05,0,0.266,0.26447686,70.69,BTC-30DEC22-40000-C,37851.58,sell,0.7,,,,
88,201515798,2022-01-29 13:39:25,2,0.264,0.26456377,69.63,BTC-30DEC22-40000-C,38057.46,buy,0.6,,,,
89,201515811,2022-01-29 13:39:31,3,0.264,0.26463457,69.6,BTC-30DEC22-40000-C,38071.88,buy,0.1,,,,
90,201736369,2022-02-01 09:04:50,0,0.271,0.27114343,69.6,BTC-30DEC22-40000-C,38924.38,buy,0.1,,,,
91,201837080,2022-02-02 07:27:23,2,0.2655,0.26540706,69.62,BTC-30DEC22-40000-C,38361.35,sell,0.7,,,,
92,201840120,2022-02-02 09:28:48,3,0.2655,0.26634999,69.38,BTC-30DEC22-40000-C,38499.64,buy,0.1,,,,
93,201850010,2022-02-02 13:59:15,0,0.2665,0.2656132,69.92,BTC-30DEC22-40000-C,38368.08,sell,2.0,,,,
94,201850705,2022-02-02 14:08:02,2,0.266,0.26597811,69.81,BTC-30DEC22-40000-C,38355.14,sell,2.0,,,,
95,201862808,2022-02-02 14:51:33,2,0.259,0.26011954,69.61,BTC-30DEC22-40000-C,37787.15,buy,1.0,,,,
96,201985109,2022-02-03 17:02:58,2,0.252,0.25306239,70.69,BTC-30DEC22-40000-C,36667.5,sell,0.1,,,,
97,201987549,2022-02-03 17:31:28,0,0.253,0.25289392,70.71,BTC-30DEC22-40000-C,36764.68,sell,0.1,,,,
98,201987550,2022-02-03 17:31:28,1,0.253,0.25289392,70.71,BTC-30DEC22-40000-C,36765.82,sell,0.1,,,,
99,201987571,2022-02-03 17:32:17,1,0.253,0.25300494,70.71,BTC-30DEC22-40000-C,36772.86,sell,0.1,,,,
100,201992081,2022-02-03 19:07:42,0,0.255,0.2549616,71.22,BTC-30DEC22-40000-C,36834.06,buy,0.7,,,,
101,201993487,2022-02-03 19:39:41,2,0.253,0.2535884,71.25,BTC-30DEC22-40000-C,36591.7,sell,0.1,,,,
102,202125690,2022-02-04 16:19:09,0,0.2795,0.28004029,70.07,BTC-30DEC22-40000-C,39832.51,buy,0.1,,,,
103,202165266,2022-02-04 20:28:33,0,0.289,0.28821714,70.6,BTC-30DEC22-40000-C,40597.75,sell,0.6,,,,
104,202195284,2022-02-05 01:24:46,0,0.2935,0.29558907,69.72,BTC-30DEC22-40000-C,41471.12,buy,0.1,,,,
105,202222763,2022-02-05 09:38:11,2,0.285,0.2862593,67.3,BTC-30DEC22-40000-C,41512.16,buy,9.0,,,,
106,202466355,2022-02-07 20:14:20,0,0.3185,0.31832413,69.93,BTC-30DEC22-40000-C,44389.08,buy,0.1,,,,
107,202846924,2022-02-10 13:08:19,0,0.325,0.31955896,71.38,BTC-30DEC22-40000-C,44918.9,sell,0.1,,,,
108,203265982,2022-02-12 15:01:22,2,0.2995,0.29939836,70.76,BTC-30DEC22-40000-C,42195.03,sell,0.2,,,,
109,203319332,2022-02-13 09:10:06,2,0.2985,0.29755221,70.03,BTC-30DEC22-40000-C,42374.2,sell,0.5,,,,
110,203396316,2022-02-14 11:06:50,2,0.2945,0.29388983,69.44,BTC-30DEC22-40000-C,42225.5,sell,0.7,,,,
111,203400444,2022-02-14 12:40:38,0,0.295,0.2950725,69.16,BTC-30DEC22-40000-C,42400.79,buy,1.0,,,,
112,203931252,2022-02-19 15:17:53,2,0.262,0.26067615,67.35,BTC-30DEC22-40000-C,39989.2,buy,0.3,,,,
113,203949242,2022-02-20 02:49:37,2,0.26,0.26107177,66.84,BTC-30DEC22-40000-C,39970.81,buy,0.2,,,,
114,203949250,2022-02-20 02:51:26,3,0.26,0.26064785,66.84,BTC-30DEC22-40000-C,39971.7,buy,0.8,,,,
115,203949252,2022-02-20 02:52:10,0,0.2605,0.26067383,66.99,BTC-30DEC22-40000-C,39976.4,buy,3.0,,,,
116,203970433,2022-02-20 06:43:02,2,0.248,0.24954864,66.74,BTC-30DEC22-40000-C,38818.54,buy,1.0,,,,
117,204006477,2022-02-20 14:36:30,2,0.245,0.24380534,67.67,BTC-30DEC22-40000-C,38149.31,sell,0.1,,,,
118,204013613,2022-02-20 18:18:32,0,0.247,0.24523204,68.01,BTC-30DEC22-40000-C,38354.61,sell,0.1,,,,
119,204014127,2022-02-20 18:35:39,2,0.245,0.24532029,67.36,BTC-30DEC22-40000-C,38373.98,buy,0.5,,,,
120,204017003,2022-02-20 21:08:13,0,0.2455,0.24400282,67.6,BTC-30DEC22-40000-C,38330.48,buy,0.5,,,,
121,204017004,2022-02-20 21:08:13,1,0.2455,0.24400282,67.6,BTC-30DEC22-40000-C,38330.48,buy,6.0,,,,
122,204080590,2022-02-21 12:24:38,2,0.241,0.2430127,68.28,BTC-30DEC22-40000-C,37530.36,buy,1.0,,,,
123,204344216,2022-02-22 19:37:38,0,0.2475,0.24806378,68.91,BTC-30DEC22-40000-C,38104.49,buy,0.4,,,,
124,204437490,2022-02-23 17:52:45,2,0.245,0.24629003,67.92,BTC-30DEC22-40000-C,38136.27,sell,0.5,,,,
125,204645784,2022-02-24 12:12:13,2,0.227,0.22608517,71.09,BTC-30DEC22-40000-C,35337.06,sell,0.1,,,,
126,204685996,2022-02-24 15:21:01,2,0.2265,0.2297014,69.3,BTC-30DEC22-40000-C,36060.43,sell,0.2,,,,
127,204781531,2022-02-24 20:42:04,0,0.253,0.25409063,69.63,BTC-30DEC22-40000-C,38420.65,buy,1.0,,,,
128,204786248,2022-02-24 20:58:11,2,0.2515,0.25251567,69.63,BTC-30DEC22-40000-C,38273.94,buy,1.0,,,,
129,204786544,2022-02-24 20:59:39,0,0.252,0.25261887,69.59,BTC-30DEC22-40000-C,38367.89,buy,1.0,,,,
130,204799803,2022-02-24 22:45:47,2,0.2465,0.24929859,69.23,BTC-30DEC22-40000-C,37946.17,sell,0.5,,,,
131,204867902,2022-02-25 12:17:19,0,0.254,0.25450691,68.69,BTC-30DEC22-40000-C,38973.76,buy,0.2,,,,
132,204868356,2022-02-25 12:24:51,2,0.252,0.25357328,68.46,BTC-30DEC22-40000-C,38848.69,buy,0.6,,,,
133,204919943,2022-02-25 19:20:51,2,0.247,0.24452625,67.4,BTC-30DEC22-40000-C,38834.71,buy,0.6,,,,
134,204919944,2022-02-25 19:20:51,0,0.2475,0.24452625,67.54,BTC-30DEC22-40000-C,38834.71,buy,0.6,,,,
135,204919945,2022-02-25 19:20:51,1,0.2475,0.24452625,67.54,BTC-30DEC22-40000-C,38834.71,buy,11.8,,,,
136,204919978,2022-02-25 19:21:21,1,0.2475,0.24471641,67.51,BTC-30DEC22-40000-C,38821.07,buy,6.0,,,,
137,204919979,2022-02-25 19:21:21,0,0.248,0.24471641,67.65,BTC-30DEC22-40000-C,38821.07,buy,6.0,,,,
138,204919981,2022-02-25 19:21:31,0,0.249,0.24483842,67.91,BTC-30DEC22-40000-C,38828.24,buy,0.6,,,,
139,204919982,2022-02-25 19:21:31,1,0.249,0.24483842,67.91,BTC-30DEC22-40000-C,38828.24,buy,0.4,,,,
140,204920734,2022-02-25 19:29:39,2,0.248,0.24660537,67.21,BTC-30DEC22-40000-C,38892.77,buy,10.0,,,,
141,204920735,2022-02-25 19:29:39,3,0.248,0.24660537,67.21,BTC-30DEC22-40000-C,38892.77,buy,1.0,,,,
142,204920770,2022-02-25 19:30:46,2,0.247,0.2459629,67.12,BTC-30DEC22-40000-C,38884.38,buy,10.0,,,,
143,204920826,2022-02-25 19:31:17,2,0.2465,0.24620309,66.92,BTC-30DEC22-40000-C,38925.16,buy,4.0,,,,
144,204920831,2022-02-25 19:31:20,3,0.2465,0.24620636,66.92,BTC-30DEC22-40000-C,38924.49,buy,6.0,,,,
145,204925105,2022-02-25 20:38:26,2,0.245,0.24437423,66.97,BTC-30DEC22-40000-C,38777.69,buy,1.0,,,,
146,204926791,2022-02-25 20:51:32,0,0.2485,0.24710786,67.12,BTC-30DEC22-40000-C,39116.36,buy,4.9,,,,
147,204926946,2022-02-25 20:51:33,0,0.249,0.24751733,67.15,BTC-30DEC22-40000-C,39129.76,buy,2.6,,,,
148,204927173,2022-02-25 20:51:35,0,0.2495,0.24772521,67.23,BTC-30DEC22-40000-C,39195.24,buy,1.6,,,,
149,204951093,2022-02-26 00:44:41,0,0.258,0.25630197,67.11,BTC-30DEC22-40000-C,40017.95,sell,1.0,,,,
150,204952978,2022-02-26 00:57:07,2,0.254,0.25459525,66.49,BTC-30DEC22-40000-C,39743.04,buy,1.0,,,,
151,204952984,2022-02-26 00:57:13,0,0.2545,0.25462793,66.62,BTC-30DEC22-40000-C,39751.26,buy,1.0,,,,
152,204953066,2022-02-26 00:58:45,0,0.255,0.25467367,66.73,BTC-30DEC22-40000-C,39800.92,buy,1.0,,,,
153,204988276,2022-02-26 15:13:32,2,0.25,0.24874703,67.02,BTC-30DEC22-40000-C,39213.45,sell,2.0,,,,
154,205023227,2022-02-27 01:32:59,2,0.2415,0.24097598,67.11,BTC-30DEC22-40000-C,38469.95,buy,0.1,,,,
155,205072770,2022-02-27 15:57:01,0,0.2505,0.24897249,67.18,BTC-30DEC22-40000-C,39387.98,buy,1.4,,,,
156,205075994,2022-02-27 16:37:50,2,0.248,0.24675716,67.24,BTC-30DEC22-40000-C,39086.9,buy,8.4,,,,
157,205080589,2022-02-27 18:21:18,0,0.2485,0.24733094,67.5,BTC-30DEC22-40000-C,39073.26,buy,0.1,,,,
158,205080591,2022-02-27 18:21:19,1,0.2485,0.24738235,67.42,BTC-30DEC22-40000-C,39073.26,buy,0.1,,,,
159,205081896,2022-02-27 19:00:01,2,0.2475,0.24661544,67.56,BTC-30DEC22-40000-C,38917.42,buy,1.0,,,,
160,205081934,2022-02-27 19:01:07,3,0.2475,0.2466528,67.56,BTC-30DEC22-40000-C,38916.65,buy,0.1,,,,
161,205082083,2022-02-27 19:05:33,3,0.2475,0.24700699,67.51,BTC-30DEC22-40000-C,38945.84,buy,2.0,,,,
162,205082095,2022-02-27 19:06:25,0,0.248,0.24710374,67.63,BTC-30DEC22-40000-C,38955.41,buy,2.0,,,,
163,205085007,2022-02-27 19:26:38,2,0.244,0.24323456,67.55,BTC-30DEC22-40000-C,38603.1,buy,1.6,,,,
164,205085008,2022-02-27 19:26:38,3,0.244,0.24323456,67.55,BTC-30DEC22-40000-C,38603.1,buy,0.2,,,,
165,205085017,2022-02-27 19:26:38,3,0.244,0.24323456,67.55,BTC-30DEC22-40000-C,38603.1,buy,2.3,,,,
166,205085018,2022-02-27 19:26:38,3,0.244,0.24323456,67.55,BTC-30DEC22-40000-C,38603.1,buy,0.6,,,,
167,205104778,2022-02-27 20:49:20,2,0.24,0.24051054,67.82,BTC-30DEC22-40000-C,38120.32,buy,0.1,,,,
168,205186702,2022-02-28 12:31:24,0,0.2455,0.24398083,68.51,BTC-30DEC22-40000-C,38516.39,buy,0.4,,,,
169,205199509,2022-02-28 14:21:39,0,0.247,0.24779925,68.21,BTC-30DEC22-40000-C,38751.17,buy,2.3,,,,
170,205275370,2022-02-28 18:56:50,0,0.268,0.26723471,67.66,BTC-30DEC22-40000-C,41225.54,sell,0.1,,,,
171,205297095,2022-02-28 21:50:53,0,0.271,0.27247151,67.32,BTC-30DEC22-40000-C,41642.15,buy,1.0,,,,
172,205437432,2022-03-01 14:42:37,0,0.301,0.29846851,69.33,BTC-30DEC22-40000-C,44133.94,sell,0.6,,,,
173,205532771,2022-03-02 09:00:36,0,0.302,0.29539642,70.53,BTC-30DEC22-40000-C,43849.23,sell,0.6,,,,
174,205538219,2022-03-02 09:47:00,2,0.2975,0.29644715,68.85,BTC-30DEC22-40000-C,43987.15,sell,0.1,,,,
175,205634429,2022-03-02 21:48:35,0,0.2945,0.29430566,68.15,BTC-30DEC22-40000-C,43831.24,sell,0.1,,,,
176,205670032,2022-03-03 08:52:37,2,0.289,0.28885232,67.63,BTC-30DEC22-40000-C,43426.29,sell,0.1,,,,
177,205706478,2022-03-03 15:27:53,2,0.286,0.2864835,67.29,BTC-30DEC22-40000-C,43171.11,sell,1.9,,,,
178,205706480,2022-03-03 15:27:53,3,0.286,0.2864835,67.29,BTC-30DEC22-40000-C,43171.11,sell,0.1,,,,
179,205766255,2022-03-03 22:50:39,2,0.2825,0.28161217,68.07,BTC-30DEC22-40000-C,42491.33,sell,0.1,,,,
180,205856574,2022-03-04 14:18:35,2,0.275,0.27589323,69.69,BTC-30DEC22-40000-C,41257.31,buy,0.2,,,,
181,205856756,2022-03-04 14:19:28,3,0.275,0.27591933,69.7,BTC-30DEC22-40000-C,41230.7,buy,0.2,,,,
182,205976760,2022-03-05 11:16:21,2,0.2535,0.25519796,69.26,BTC-30DEC22-40000-C,39118.41,buy,0.1,,,,
183,205976770,2022-03-05 11:16:26,3,0.2535,0.25524915,69.24,BTC-30DEC22-40000-C,39125.44,buy,0.1,,,,
184,205976771,2022-03-05 11:16:29,3,0.2535,0.25522165,69.25,BTC-30DEC22-40000-C,39127.12,buy,0.1,,,,
185,205976772,2022-03-05 11:16:32,3,0.2535,0.25519223,69.25,BTC-30DEC22-40000-C,39126.83,buy,0.1,,,,
186,205976786,2022-03-05 11:16:34,3,0.2535,0.25519993,69.24,BTC-30DEC22-40000-C,39129.48,buy,0.1,,,,
187,205976789,2022-03-05 11:16:36,3,0.2535,0.25517628,69.25,BTC-30DEC22-40000-C,39129.65,buy,0.1,,,,
188,205976790,2022-03-05 11:16:39,3,0.2535,0.25516399,69.25,BTC-30DEC22-40000-C,39130.15,buy,0.1,,,,
189,205976791,2022-03-05 11:16:43,3,0.2535,0.25513919,69.25,BTC-30DEC22-40000-C,39129.84,buy,0.1,,,,
190,206271687,2022-03-07 22:14:42,2,0.248,0.24710736,71.42,BTC-30DEC22-40000-C,38154.88,sell,0.1,,,,
191,206271693,2022-03-07 22:14:51,3,0.248,0.24715011,71.41,BTC-30DEC22-40000-C,38152.6,sell,0.1,,,,
192,206314701,2022-03-08 07:42:45,0,0.252,0.25200832,70.98,BTC-30DEC22-40000-C,38692.86,buy,0.2,,,,
193,206340892,2022-03-08 13:12:07,0,0.255,0.25500701,71.48,BTC-30DEC22-40000-C,38783.75,sell,0.7,,,,
194,206340950,2022-03-08 13:12:27,1,0.255,0.25479582,71.56,BTC-30DEC22-40000-C,38741.85,sell,0.3,,,,
195,206864174,2022-03-12 03:13:34,0,0.2595,0.25916458,72.29,BTC-30DEC22-40000-C,39202.84,sell,0.1,,,,
196,206902642,2022-03-13 02:38:40,2,0.258,0.25802983,72.14,BTC-30DEC22-40000-C,39111.97,sell,0.1,,,,
197,206902655,2022-03-13 02:39:58,3,0.258,0.25803236,72.14,BTC-30DEC22-40000-C,39118.05,sell,0.1,,,,
198,206903821,2022-03-13 03:06:12,0,0.2585,0.25825206,72.26,BTC-30DEC22-40000-C,39149.62,sell,0.1,,,,
199,207020954,2022-03-14 14:24:49,2,0.257,0.25547313,72.52,BTC-30DEC22-40000-C,39003.3,buy,0.2,,,,
200,207039340,2022-03-14 18:48:29,2,0.255,0.25518399,73.22,BTC-30DEC22-40000-C,38595.62,buy,0.5,,,,
201,207162306,2022-03-15 20:24:30,0,0.2655,0.26311782,73.8,BTC-30DEC22-40000-C,39569.82,buy,0.6,,,,
202,207245554,2022-03-16 03:42:19,2,0.263,0.25972795,74.41,BTC-30DEC22-40000-C,39131.19,buy,0.4,,,,
203,207414867,2022-03-16 21:40:12,0,0.2665,0.27441095,69.69,BTC-30DEC22-40000-C,41008.9,sell,0.1,,,,
204,207465332,2022-03-17 13:02:17,0,0.273,0.27415688,71.91,BTC-30DEC22-40000-C,41085.86,sell,10.0,,,,
205,207542983,2022-03-18 13:11:05,2,0.2625,0.26452187,70.26,BTC-30DEC22-40000-C,40500.82,sell,1.0,,,,
206,207690577,2022-03-20 15:09:49,0,0.2685,0.27001489,69.5,BTC-30DEC22-40000-C,41482.55,sell,0.5,,,,
207,207691891,2022-03-20 15:32:44,2,0.2675,0.26880307,69.54,BTC-30DEC22-40000-C,41329.75,sell,0.5,,,,
208,207813798,2022-03-22 02:05:46,0,0.27,0.27225886,69.58,BTC-30DEC22-40000-C,41570.55,sell,0.1,,,,
